Brand,Model,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,Price,paint_color,Brand_id,Model_id,Fuel_Type_id,Transmission_id,Owner_Type_id,paint_color_id
Maruti,Swift,2014,55000,Petrol,Manual,First,19,1197,5,420000,blue,18,169,4,1,0,1
Hyundai,i20,2012,90000,Diesel,Manual,First,23,1396,5,411000,blue,10,210,1,1,0,1
Audi,Q3,2015,48000,Diesel,Automatic,First,16,1968,5,1875000,blue,1,135,1,0,0,1
Mercedes-Benz,GLE,2017,19863,Diesel,Automatic,First,12,2987,5,6495000,blue,19,86,1,0,0,1
Hyundai,i10,2010,55000,Petrol,Manual,Second,20,1086,5,159000,blue,10,209,4,1,2,1
Maruti,Wagon R,2016,4800,Petrol,Manual,First,21,998,5,360000,grey,18,189,4,1,0,5
Honda,City,2017,38607,Petrol,Manual,Second,18,1497,5,787000,white,9,44,4,1,2,10
Hyundai,Grand,2018,3958,Petrol,Manual,First,19,1197,5,555000,blue,10,91,4,1,0,1
Honda,City,2014,74000,Diesel,Manual,Second,25,1498,5,640000,white,9,44,1,1,2,10
Maruti,Swift,2009,54540,Petrol,Manual,Third,18,1298,5,265000,white,18,169,4,1,3,10
Maruti,Swift,2015,58400,Petrol,Manual,First,18,1298,5,550000,white,18,169,4,1,0,10
Mahindra,XUV500,2013,73648,Diesel,Manual,First,15,2179,7,731000,white,17,201,1,1,0,10
Maruti,Ciaz,2016,83000,Diesel,Manual,First,28,1248,5,710000,white,18,43,1,1,0,10
Hyundai,Verna,2016,16159,Diesel,Manual,First,22,1582,5,783000,white,10,184,1,1,0,10
Hyundai,Aent,2005,150000,Diesel,Manual,First,13,1493,5,85000,grey,10,14,1,1,0,5
Honda,Brio,2014,22100,Petrol,Manual,First,19,1198,5,355000,black,9,31,4,1,0,0
Hyundai,i20,2017,35043,Petrol,Manual,First,17,1197,5,819000,black,10,210,4,1,0,0
BMW,3,2018,24000,Diesel,Automatic,First,19,1995,5,2800000,black,2,2,1,0,0,0
Volkswagen,Jetta,2015,480000,Diesel,Automatic,First,17,1968,5,1300000,black,29,101,1,0,0,0
Volkswagen,Polo,2011,70000,Petrol,Manual,Second,15,1598,5,329000,black,29,131,4,1,2,0
Maruti,Swift,2015,13769,Petrol,Manual,Second,16,1197,5,441000,black,18,169,4,1,2,0
Renault,Duster,2013,58000,Diesel,Manual,First,19,1461,5,499000,black,24,57,1,1,0,0
BMW,X3,2009,58000,Diesel,Automatic,First,19,1995,5,1798000,black,2,192,1,0,0,0
Fiat,Avventura,2018,18705,Diesel,Manual,First,21,1248,5,771000,white,6,21,1,1,0,10
Maruti,Wagon R,2013,32378,Petrol,Manual,First,21,998,5,280000,brown,18,189,4,1,0,2
Chevrolet,Sail,2013,45000,Diesel,Manual,First,22,1248,5,300000,grey,4,157,1,1,0,5
Mahindra,XUV500,2015,36836,Diesel,Manual,First,15,2179,7,1249000,grey,17,201,1,1,0,5
Tata,Zest,2016,54199,Diesel,Manual,First,23,1248,5,500000,grey,27,208,1,1,0,5
BMW,X3,2017,36935,Diesel,Automatic,First,19,1995,5,3264000,grey,2,192,1,0,0,5
Maruti,Swift,2015,23000,Diesel,Manual,First,25,1248,5,650000,grey,18,169,1,1,0,5
BMW,5,2015,14000,Diesel,Automatic,First,18,1995,5,3500000,grey,2,3,1,0,0,5
Tata,Indigo,2015,100073,Diesel,Manual,Second,25,1396,5,200000,grey,27,97,1,1,2,5
Mahindra,XUV500,2015,59182,Diesel,Manual,First,15,2179,7,946000,grey,17,201,1,1,0,5
Audi,Q7,2016,72132,Diesel,Automatic,Second,12,2967,7,3900000,grey,1,137,1,0,2,5
BMW,5,2009,79000,Diesel,Automatic,First,18,1995,5,1500000,grey,2,3,1,0,0,5
Hyundai,Verna,2013,66930,Petrol,Manual,First,17,1591,5,615000,silver,10,184,4,1,0,9
Hyundai,Santa,2015,100000,Diesel,Automatic,Second,13,2199,7,1450000,black,10,158,1,0,2,0
Hyundai,Santro,2012,43000,Petrol,Manual,First,0,0,0,325000,black,10,159,4,1,0,0
Maruti,Wagon R,2018,27413,Petrol,Automatic,First,21,998,5,518000,blue,18,189,4,0,0,1
Maruti,Wagon R,2007,90000,Petrol,Manual,Second,17,1061,5,124000,red,18,189,4,1,2,8
Hyundai,i20,2013,40300,Petrol,Manual,First,19,1197,5,280000,white,10,210,4,1,0,10
Skoda,Superb,2011,73783,Petrol,Automatic,Second,14,1798,5,523000,silver,25,168,4,0,2,9
Hyundai,Getz,2005,86000,Petrol,Manual,Second,15,1341,5,45000,white,10,90,4,1,2,10
Maruti,Wagon R,2014,65694,Petrol,Manual,First,19,998,5,325000,black,18,189,4,1,0,0
Maruti,Omni,2015,23000,Petrol,Manual,First,17,796,5,150000,yellow,18,122,4,1,0,11
Hyundai,i10,2012,51000,Petrol,Manual,First,20,1197,5,285000,yellow,10,209,4,1,0,11
Renault,KWID,2018,18335,Petrol,Manual,First,22,999,5,450000,grey,24,103,4,1,0,5
Mercedes-Benz,B,2014,36000,Diesel,Automatic,First,15,2147,5,1625000,grey,19,22,1,0,0,5
Volkswagen,Polo,2017,25000,Petrol,Automatic,First,17,1197,5,775000,silver,29,131,4,0,0,9
Mahindra,Scorpio,2007,81000,Diesel,Manual,Third,12,2179,8,434999,silver,17,161,1,1,3,9
Toyota,Fortuner,2019,21719,Diesel,Automatic,First,13,2755,7,3313000,silver,28,79,1,0,0,9
Chevrolet,Beat,2013,75421,Diesel,Manual,First,25,936,5,363000,silver,4,26,1,1,0,9
Toyota,Innova,2010,80000,Diesel,Manual,First,13,2494,8,475000,silver,28,98,1,1,0,9
Maruti,Swift,2018,10671,Petrol,Manual,First,21,1197,5,651000,silver,18,169,4,1,0,9
Renault,KWID,2018,4126,Petrol,Manual,First,22,999,5,480000,silver,24,103,4,1,0,9
Tata,Bolt,2017,98500,Diesel,Manual,First,23,1248,5,600000,grey,27,29,1,1,0,5
Hyundai,Grand,2016,61578,Petrol,Manual,First,19,1197,5,640000,grey,10,91,4,1,0,5
Volkswagen,Vento,2014,54000,Diesel,Manual,First,20,1498,5,490000,grey,29,181,1,1,0,5
Audi,A6,2013,70998,Diesel,Automatic,First,18,1968,5,2057000,grey,1,11,1,0,0,5
Maruti,Swift,2015,40082,Diesel,Manual,First,19,1248,5,476000,grey,18,169,1,1,0,5
Chevrolet,Spark,2012,50619,Petrol,Manual,First,18,995,5,200000,white,4,164,4,1,0,10
BMW,3,2009,103905,Diesel,Automatic,First,23,1995,5,992000,silver,2,2,1,0,0,9
Hyundai,EON,2018,15334,Petrol,Manual,First,21,814,5,369000,grey,10,61,4,1,0,5
Maruti,Swift,2013,69000,Diesel,Manual,First,23,1248,5,575000,grey,18,169,1,1,0,5
Volkswagen,CrossPolo,2014,75160,Diesel,Manual,First,20,1498,5,570000,grey,29,54,1,1,0,5
Honda,Amaze,2014,44753,Petrol,Manual,First,18,1198,5,494000,grey,9,16,4,1,0,5
Volkswagen,Vento,2012,53024,Petrol,Automatic,First,14,1598,5,429000,black,29,181,4,0,0,0
Maruti,Wagon R,2014,23840,Petrol,Manual,First,21,998,5,300000,black,18,189,4,1,0,0
Volkswagen,Polo,2014,81298,Diesel,Manual,First,20,1498,5,650000,black,29,131,1,1,0,0
Volkswagen,Polo,2015,59000,Petrol,Manual,Second,16,1198,5,490000,green,29,131,4,1,2,4
Honda,Amaze,2016,51806,Diesel,Manual,First,26,1498,5,540000,brown,9,16,1,1,0,2
Audi,A6,2014,56000,Diesel,Automatic,First,19,1968,5,2400000,red,1,11,1,0,0,8
Tata,Tigor,2019,29279,Diesel,Manual,First,25,1047,5,746000,red,27,177,1,1,0,8
Volkswagen,Vento,2017,33550,Diesel,Automatic,First,22,1498,5,960000,blue,29,181,1,0,0,1
Audi,A6,2014,62000,Diesel,Automatic,First,19,1968,5,2500000,blue,1,11,1,0,0,1
Nissan,Terrano,2014,66000,Diesel,Manual,First,19,1461,5,680000,black,22,174,1,1,0,0
Skoda,Rapid,2016,46630,Diesel,Automatic,First,22,1498,5,859000,white,25,142,1,0,0,10
Ford,Figo,2016,72566,Diesel,Manual,First,26,1498,5,529000,green,8,77,1,1,0,4
Tata,Venture,2011,51482,Diesel,Manual,First,15,1405,8,250000,red,27,182,1,1,0,8
Mercedes-Benz,New,2011,90000,Diesel,Automatic,First,15,2143,5,1390000,red,19,118,1,0,0,8
Toyota,Fortuner,2014,69000,Diesel,Manual,Second,13,2982,7,2000000,red,28,79,1,1,2,8
Honda,City,2011,90000,Petrol,Manual,Second,17,1497,5,340000,silver,9,44,4,1,2,9
Hyundai,i20,2015,39000,Petrol,Manual,First,19,1197,5,550000,silver,10,210,4,1,0,9
Volkswagen,Vento,2012,110000,Diesel,Manual,Second,21,1598,5,365000,black,29,181,1,1,2,0
Ford,Endeavour,2011,68022,Diesel,Manual,First,13,2499,7,586000,black,8,67,1,1,0,0
Ford,EcoSport,2018,27852,Petrol,Automatic,First,15,1497,5,1044000,silver,8,62,4,0,0,9
Maruti,Swift,2013,58291,Diesel,Manual,First,18,1248,5,500000,grey,18,169,1,1,0,5
Hyundai,i20,2011,68439,Diesel,Manual,First,23,1396,5,337000,grey,10,210,1,1,0,5
Toyota,Innova,2011,150000,Diesel,Manual,First,13,2494,8,695000,grey,28,98,1,1,0,5
Tata,Nexon,2018,14000,Diesel,Manual,First,22,1497,5,990000,silver,27,119,1,1,0,9
Ford,Figo,2012,71558,Diesel,Manual,First,20,1399,5,330000,brown,8,77,1,1,0,2
Porsche,Panamera,2013,48000,Diesel,Automatic,Second,18,2967,4,5050000,red,23,127,1,0,2,8
Hyundai,Creta,2015,65800,Diesel,Automatic,First,17,1582,5,1250000,grey,10,53,1,0,0,5
Audi,A4,2014,53000,Diesel,Automatic,First,17,1968,5,2050000,blue,1,10,1,0,0,1
Mahindra,XUV500,2017,14600,Diesel,Manual,First,16,2179,7,1450000,blue,17,201,1,1,0,1
Isuzu,MUX,2017,34429,Diesel,Automatic,First,14,2999,7,2000000,black,12,111,1,0,0,0
Maruti,Swift,2014,52000,Diesel,Manual,First,23,1248,5,525000,black,18,169,1,1,0,0
Maruti,Ciaz,2015,25470,Petrol,Manual,First,21,1373,5,590000,black,18,43,4,1,0,0
Hyundai,EON,2013,22000,Petrol,Manual,First,21,814,5,260000,black,10,61,4,1,0,0
Mercedes-Benz,E-Class,2007,75000,Diesel,Automatic,First,11,2987,5,1100000,white,19,60,1,0,0,10
BMW,5,2011,95995,Diesel,Automatic,First,18,1995,5,1550000,black,2,3,1,0,0,0
Hyundai,Grand,2017,26877,Diesel,Manual,First,24,1186,5,575000,black,10,91,1,1,0,0
Jaguar,XJ,2015,26000,Diesel,Automatic,First,14,2993,5,7500000,black,13,199,1,0,0,0
Maruti,Swift,2007,140000,Diesel,Manual,Second,18,1248,5,200000,black,18,169,1,1,2,0
Hyundai,Santro,2008,95291,Petrol,Manual,First,18,1086,5,229999,black,10,159,4,1,0,0
Toyota,Innova,2009,135000,Diesel,Manual,Second,13,2494,8,819999,black,28,98,1,1,2,0
Hyundai,i20,2015,32000,Petrol,Manual,First,19,1197,5,480000,white,10,210,4,1,0,10
Mercedes-Benz,E-Class,2008,68333,Diesel,Automatic,Second,11,2987,5,850000,white,19,60,1,0,2,10
Ford,Figo,2011,72000,Diesel,Manual,First,20,1399,5,290000,white,8,77,1,1,0,10
Toyota,Corolla,2012,52100,Diesel,Manual,First,21,1364,5,650000,white,28,51,1,1,0,10
Hyundai,Grand,2018,10000,Petrol,Manual,First,19,1197,5,585000,white,10,91,4,1,0,10
Jeep,Compass,2019,6261,Diesel,Manual,First,16,1956,5,2391000,white,14,48,1,1,0,10
Maruti,Ignis,2019,3906,Petrol,Automatic,First,21,1197,5,736000,white,18,94,4,0,0,10
Toyota,Fortuner,2014,55960,Diesel,Manual,First,12,2982,7,1725000,white,28,79,1,1,0,10
Volkswagen,Vento,2013,144000,Diesel,Manual,First,21,1598,5,700000,white,29,181,1,1,0,10
Toyota,Innova,2017,38000,Diesel,Manual,First,14,2393,7,1764999,silver,28,98,1,1,0,9
Ford,Figo,2013,51000,Diesel,Manual,First,20,1399,5,250000,black,8,77,1,1,0,0
Toyota,Platinum,2015,150000,Diesel,Manual,First,24,1364,5,600000,black,28,130,1,1,0,0
Mahindra,Thar,2018,2500,Diesel,Manual,First,18,2523,7,825000,black,17,175,1,1,0,0
Land,Rover,2018,41661,Diesel,Automatic,First,13,2179,5,4483000,black,16,146,1,0,0,0
BMW,3,2011,64000,Diesel,Automatic,First,16,1995,5,1050000,black,2,2,1,0,0,0
Hyundai,Aent,2008,80000,Petrol,Manual,Second,13,1495,5,190000,black,10,14,4,1,2,0
Maruti,Celerio,2016,30000,Petrol,Automatic,Second,23,998,5,425000,black,18,42,4,0,2,0
Jaguar,XF,2014,43000,Diesel,Automatic,Second,16,2179,5,2650000,grey,13,198,1,0,2,5
Audi,A6,2013,90000,Diesel,Automatic,Second,12,2698,5,2250000,silver,1,11,1,0,2,9
Nissan,Micra,2011,123880,Diesel,Manual,First,23,1461,5,330000,custom,22,113,1,1,0,3
Honda,Amaze,2015,42000,Petrol,Manual,Second,18,1198,5,430000,custom,9,16,4,1,2,3
Renault,Duster,2012,79824,Diesel,Manual,First,20,1461,5,525000,custom,24,57,1,1,0,3
Toyota,Innova,2015,75000,Diesel,Manual,First,13,2494,8,1175000,custom,28,98,1,1,0,3
Honda,Amaze,2014,72411,Petrol,Manual,First,18,1198,5,425000,red,9,16,4,1,0,8
Mercedes-Benz,New,2012,63000,Diesel,Automatic,First,15,2143,5,1422000,red,19,118,1,0,0,8
Toyota,Etios,2015,53713,Petrol,Manual,First,18,1197,5,420000,grey,28,72,4,1,0,5
Toyota,Innova,2017,18000,Diesel,Automatic,First,11,2755,8,1825000,grey,28,98,1,0,0,5
Mercedes-Benz,New,2013,51000,Diesel,Manual,First,16,2148,5,1850000,grey,19,118,1,1,0,5
Maruti,Swift,2008,86700,Petrol,Manual,Second,16,1298,5,240000,blue,18,169,4,1,2,1
Maruti,Baleno,2016,29000,Diesel,Manual,First,27,1248,5,650000,silver,18,25,1,1,0,9
Hyundai,Santro,2014,56000,LPG,Manual,First,13,1086,5,320000,green,10,159,3,1,0,4
Maruti,Celerio,2015,33000,Petrol,Automatic,First,23,998,5,399000,green,18,42,4,0,0,4
Ford,Ecosport,2014,64394,Diesel,Manual,First,23,1498,5,545000,green,8,63,1,1,0,4
Tata,Manza,2010,76000,Diesel,Manual,First,19,1248,5,270000,green,27,112,1,1,0,4
Honda,Jazz,2016,48719,Diesel,Manual,First,27,1498,5,625000,red,9,99,1,1,0,8
Mahindra,XUV500,2016,59711,Diesel,Manual,First,15,2179,7,1328000,white,17,201,1,1,0,10
Nissan,Micra,2012,83000,Diesel,Manual,First,23,1461,5,370000,white,22,113,1,1,0,10
Mercedes-Benz,New,2018,10714,Diesel,Automatic,First,19,2143,5,3951000,grey,19,118,1,0,0,5
Tata,Manza,2010,127510,Diesel,Manual,Second,19,1248,5,140000,black,27,112,1,1,2,0
Maruti,Swift,2014,35010,Diesel,Manual,First,23,1248,5,350000,blue,18,169,1,1,0,1
Maruti,Swift,2012,75451,Petrol,Manual,First,18,1197,5,378000,green,18,169,4,1,0,4
Tata,Indigo,2015,83000,Diesel,Manual,First,19,1405,5,270000,custom,27,97,1,1,0,3
Honda,Amaze,2013,38755,Diesel,Manual,First,26,1498,5,320000,blue,9,16,1,1,0,1
Maruti,Swift,2016,30000,Petrol,Manual,First,20,1197,5,500000,brown,18,169,4,1,0,2
Maruti,Ertiga,2012,40000,Diesel,Manual,First,21,1248,7,700000,brown,18,69,1,1,0,2
Hyundai,Grand,2014,19500,Petrol,Manual,Second,19,1197,5,285000,black,10,91,4,1,2,0
Nissan,Micra,2016,41000,Petrol,Manual,First,20,1198,5,425000,black,22,113,4,1,0,0
Hyundai,Grand,2014,30000,Petrol,Manual,Second,19,1197,5,490000,white,10,91,4,1,2,10
Jeep,Compass,2017,37000,Diesel,Manual,First,17,1956,5,1689999,white,14,48,1,1,0,10
Volkswagen,Polo,2014,62000,Diesel,Manual,Second,22,1199,5,425000,silver,29,131,1,1,2,9
Honda,Amaze,2015,42023,Petrol,Automatic,First,16,1198,5,434000,silver,9,16,4,0,0,9
BMW,X3,2012,51001,Diesel,Automatic,First,16,1995,5,1700000,blue,2,192,1,0,0,1
BMW,3,2017,55389,Diesel,Automatic,First,19,1995,5,2845000,silver,2,2,1,0,0,9
Honda,City,2014,46728,Petrol,Automatic,First,16,1497,5,615000,black,9,44,4,0,0,0
Mahindra,Ssangyong,2014,58995,Diesel,Manual,First,13,2696,7,925000,blue,17,165,1,1,0,1
Maruti,Swift,2015,37857,Diesel,Manual,First,27,1248,5,484999,white,18,169,1,1,0,10
Maruti,Swift,2014,71000,Diesel,Manual,First,25,1248,5,480000,white,18,169,1,1,0,10
Honda,Brio,2012,49024,Petrol,Manual,First,18,1198,5,229999,black,9,31,4,1,0,0
Hyundai,Grand,2016,10770,Petrol,Manual,First,19,1197,5,475000,black,10,91,4,1,0,0
Tata,Zest,2017,72000,Diesel,Manual,First,23,1248,5,500000,black,27,208,1,1,0,0
Hyundai,EON,2015,91000,Petrol,Manual,First,21,814,5,250000,black,10,61,4,1,0,0
Hyundai,i20,2017,14000,Petrol,Manual,First,19,1197,5,595000,black,10,210,4,1,0,0
Volvo,S60,2014,48000,Diesel,Automatic,Second,9,1984,5,1600000,black,30,150,1,0,2,0
Ford,Ecosport,2014,75136,Diesel,Manual,First,23,1498,5,615000,black,8,63,1,1,0,0
Maruti,Ritz,2014,32500,Petrol,Manual,Second,21,1197,5,405000,black,18,145,4,1,2,0
Hyundai,i20,2010,94500,Diesel,Manual,Second,22,1396,5,310000,black,10,210,1,1,2,0
Maruti,Dzire,2013,34900,Petrol,Manual,First,22,1197,5,549000,white,18,58,4,1,0,10
Porsche,Panamera,2010,42400,Petrol,Automatic,Third,8,4806,4,4291000,black,23,127,4,0,3,0
Maruti,Swift,2015,50000,Diesel,Manual,First,18,1248,5,570000,black,18,169,1,1,0,0
Honda,Brio,2014,35000,Petrol,Manual,First,19,1198,5,285000,blue,9,31,4,1,0,1
Chevrolet,Beat,2012,37000,Petrol,Manual,Second,19,1199,5,235000,blue,4,26,4,1,2,1
Hyundai,Creta,2018,32807,Petrol,Automatic,First,13,1591,5,1476000,black,10,53,4,0,0,0
Honda,City,2008,119000,Petrol,Manual,Second,18,1497,5,225000,black,9,44,4,1,2,0
Maruti,Ritz,2016,12000,Petrol,Manual,First,19,1197,5,365000,black,18,145,4,1,0,0
Ford,EcoSport,2016,46727,Diesel,Manual,First,23,1498,5,725000,black,8,62,1,1,0,0
BMW,3,2010,73336,Diesel,Automatic,First,13,1995,5,1069000,black,2,2,1,0,0,0
Hyundai,Verna,2014,9000,Petrol,Manual,Second,17,1591,5,550000,blue,10,184,4,1,2,1
Toyota,Innova,2005,240000,Diesel,Manual,Fourth & Above,13,2494,8,509999,blue,28,98,1,1,1,1
Maruti,Wagon R,2014,25422,Petrol,Manual,First,23,998,5,325000,white,18,189,4,1,0,10
Maruti,Ertiga,2018,14000,Diesel,Manual,First,25,1248,7,925000,brown,18,69,1,1,0,2
Maruti,Alto,2008,66000,Petrol,Manual,First,20,796,5,170000,brown,18,15,4,1,0,2
Maruti,A-Star,2010,55324,Petrol,Manual,First,19,998,5,287000,brown,18,8,4,1,0,2
BMW,X5,2009,90000,Diesel,Automatic,First,11,2993,5,1775000,brown,2,193,1,0,0,2
Mahindra,KUV,2017,43000,Petrol,Manual,First,18,1198,5,450000,brown,17,102,4,1,0,2
Hyundai,i10,2008,58483,Petrol,Automatic,Second,19,1197,5,295000,silver,10,209,4,0,2,9
Honda,Civic,2007,93000,Petrol,Automatic,Second,13,1799,5,260000,white,9,45,4,0,2,10
Hyundai,i10,2010,50000,Petrol,Manual,First,20,1197,5,300000,blue,10,209,4,1,0,1
Mercedes-Benz,New,2014,78616,Diesel,Automatic,Second,15,2143,5,1550000,silver,19,118,1,0,2,9
Toyota,Etios,2011,37000,Petrol,Manual,First,18,1496,5,280000,white,28,72,4,1,0,10
Honda,City,2010,54801,Petrol,Manual,First,17,1497,5,250000,blue,9,44,4,1,0,1
Maruti,Swift,2014,29000,Diesel,Manual,First,23,1248,5,575000,black,18,169,1,1,0,0
Maruti,Swift,2010,68000,Petrol,Manual,First,22,1197,5,280000,black,18,169,4,1,0,0
Hyundai,Verna,2014,58000,Petrol,Manual,First,17,1591,5,459000,silver,10,184,4,1,0,9
Maruti,Ritz,2012,64290,Diesel,Manual,First,23,1248,5,365000,custom,18,145,1,1,0,3
Toyota,Fortuner,2015,31000,Diesel,Manual,First,13,2982,7,1985000,silver,28,79,1,1,0,9
Jeep,Compass,2018,16039,Diesel,Manual,First,17,1956,5,1850000,grey,14,48,1,1,0,5
Hyundai,i20,2017,19860,Petrol,Manual,First,19,1197,5,695000,blue,10,210,4,1,0,1
Maruti,Wagon R,2014,48500,CNG,Manual,Second,27,998,5,285000,white,18,189,0,1,2,10
Tata,New,2012,75391,Diesel,Manual,First,14,2179,7,375000,white,27,118,1,1,0,10
Maruti,Swift,2008,78000,Diesel,Manual,Second,19,1248,5,229999,brown,18,169,1,1,2,2
Tata,Indigo,2016,78000,Diesel,Manual,First,25,1396,5,229999,silver,27,97,1,1,0,9
Maruti,Swift,2016,52000,Diesel,Manual,First,28,1248,5,595000,white,18,169,1,1,0,10
Maruti,Celerio,2016,30000,Petrol,Automatic,First,23,998,5,349000,custom,18,42,4,0,0,3
BMW,5,2016,19254,Diesel,Automatic,First,15,2993,5,4770000,white,2,3,1,0,0,10
Volkswagen,Polo,2015,29651,Petrol,Manual,First,16,1198,5,643000,silver,29,131,4,1,0,9
Tata,Safari,2011,80000,Diesel,Manual,First,14,2179,7,450000,white,27,156,1,1,0,10
Mini,Cooper,2018,2971,Petrol,Automatic,First,14,1598,4,3975000,white,20,50,4,0,0,10
Ford,Figo,2015,21400,Petrol,Manual,First,16,1196,5,400000,black,8,77,4,1,0,0
Honda,City,2015,77000,Diesel,Manual,First,26,1498,5,698000,black,9,44,1,1,0,0
Hyundai,Tucson,2006,80000,Diesel,Manual,Second,13,1991,7,175000,black,10,179,1,1,2,0
Skoda,Laura,2013,81755,Diesel,Manual,First,20,1968,5,475000,grey,25,106,1,1,0,5
Toyota,Fortuner,2016,99593,Diesel,Manual,First,12,2982,7,2350000,grey,28,79,1,1,0,5
Hyundai,Verna,2014,39791,Diesel,Manual,First,22,1582,5,749000,grey,10,184,1,1,0,5
Mahindra,XUV500,2015,113000,Diesel,Manual,First,15,2179,7,1085000,blue,17,201,1,1,0,1
Renault,KWID,2017,24000,Petrol,Manual,First,25,799,5,350000,silver,24,103,4,1,0,9
Hyundai,i20,2015,39000,Petrol,Manual,Second,19,1197,5,630000,silver,10,210,4,1,2,9
Honda,City,2012,37000,Petrol,Automatic,First,16,1497,5,675000,silver,9,44,4,0,0,9
Ford,Endeavour,2017,61108,Diesel,Automatic,First,11,3198,7,2888000,black,8,67,1,0,0,0
Skoda,Superb,2016,61648,Petrol,Automatic,First,14,1798,5,1423000,red,25,168,4,0,0,8
BMW,3,2012,37000,Diesel,Automatic,Third,23,1995,5,1500000,red,2,2,1,0,3,8
Maruti,Ertiga,2013,53000,CNG,Manual,First,23,1373,7,580000,white,18,69,0,1,0,10
Maruti,Ritz,2013,65000,Diesel,Manual,First,23,1248,5,375000,blue,18,145,1,1,0,1
Hyundai,Santro,2005,120000,Petrol,Manual,First,0,1086,5,114999,blue,10,159,4,1,0,1
Toyota,Fortuner,2011,148009,Diesel,Manual,Second,12,2982,7,1275000,blue,28,79,1,1,2,1
Maruti,Swift,2009,53001,Petrol,Manual,First,16,1298,5,195000,black,18,169,4,1,0,0
Tata,Tigor,2018,22345,Petrol,Manual,First,20,1199,5,495000,white,27,177,4,1,0,10
Honda,City,2015,50000,Petrol,Automatic,First,18,1497,5,825000,white,9,44,4,0,0,10
BMW,3,2013,48183,Diesel,Automatic,First,13,1995,5,2099000,white,2,2,1,0,0,10
Mercedes-Benz,E-Class,2010,93000,Diesel,Automatic,Second,14,2143,5,1750000,white,19,60,1,0,2,10
Maruti,Swift,2015,53500,Diesel,Manual,First,28,1248,5,536000,silver,18,169,1,1,0,9
Maruti,Ertiga,2014,17585,Petrol,Manual,First,16,1373,7,635000,red,18,69,4,1,0,8
Hyundai,Verna,2011,36226,Petrol,Manual,First,17,1591,5,295000,silver,10,184,4,1,0,9
Land,Rover,2019,25899,Diesel,Automatic,First,13,2179,5,5570000,silver,16,146,1,0,0,9
Hyundai,Santro,2009,60170,Petrol,Manual,First,0,1086,5,114999,silver,10,159,4,1,0,9
Mercedes-Benz,New,2017,11200,Diesel,Automatic,First,19,2143,5,3750000,silver,19,118,1,0,0,9
Hyundai,i10,2017,49045,Petrol,Manual,First,20,1197,5,407000,silver,10,209,4,1,0,9
Volkswagen,Polo,2012,45000,Diesel,Manual,First,22,1199,5,299000,blue,29,131,1,1,0,1
Maruti,Vitara,2017,40000,Diesel,Manual,First,24,1248,5,790000,blue,18,186,1,1,0,1
Renault,Duster,2016,36600,Diesel,Manual,First,20,1461,5,749000,blue,24,57,1,1,0,1
Tata,Indica,2009,117000,Diesel,Manual,First,18,1248,5,110000,silver,27,96,1,1,0,9
Mercedes-Benz,GL-Class,2016,16000,Diesel,Automatic,First,11,2987,7,5600000,blue,19,83,1,0,0,1
Hyundai,Xcent,2016,50000,Diesel,Manual,First,25,1186,5,350000,custom,10,202,1,1,0,3
Hyundai,Verna,2008,150000,Diesel,Manual,First,18,1493,5,300000,white,10,184,1,1,0,10
Hyundai,Verna,2014,11000,Petrol,Manual,First,17,1591,5,610000,grey,10,184,4,1,0,5
Ford,Figo,2010,102016,Petrol,Manual,First,16,1196,5,225000,custom,8,77,4,1,0,3
Maruti,Swift,2016,38000,Diesel,Manual,First,25,1248,5,595000,silver,18,169,1,1,0,9
Renault,Pulse,2013,71491,Diesel,Manual,First,23,1461,5,495000,silver,24,133,1,1,0,9
Volkswagen,Polo,2015,46354,Petrol,Manual,Second,16,1198,5,549000,black,29,131,4,1,2,0
BMW,3,2019,87000,Diesel,Automatic,First,23,1995,5,667000,grey,2,2,1,0,0,5
Skoda,Rapid,2015,20765,Petrol,Manual,First,15,1598,5,625000,grey,25,142,4,1,0,5
Hyundai,Santro,2005,58000,Petrol,Manual,Second,0,999,5,151000,grey,10,159,4,1,2,5
Audi,Q7,2014,51076,Diesel,Automatic,First,12,2967,7,3488000,grey,1,137,1,0,0,5
Maruti,Ciaz,2016,84085,Diesel,Manual,First,26,1248,5,690000,black,18,43,1,1,0,0
Honda,City,2014,55000,Diesel,Manual,First,25,1498,5,599000,black,9,44,1,1,0,0
Mercedes-Benz,E-Class,2010,73000,Petrol,Automatic,First,11,3498,5,1040000,blue,19,60,4,0,0,1
Audi,A6,2012,50001,Diesel,Automatic,First,15,2967,5,2900000,blue,1,11,1,0,0,1
Mahindra,Xylo,2016,93166,Diesel,Manual,Second,14,2179,7,585000,black,17,204,1,1,2,0
Honda,City,2006,99583,Petrol,Automatic,Third,12,1493,5,221000,white,9,44,4,0,3,10
Maruti,SX4,2010,72000,Petrol,Manual,First,16,1586,5,240000,brown,18,155,4,1,0,2
Toyota,Corolla,2009,70000,Petrol,Manual,Third,15,1798,5,300000,blue,28,51,4,1,3,1
Volkswagen,Vento,2012,61000,Petrol,Automatic,Second,14,1598,5,375000,blue,29,181,4,0,2,1
Hyundai,EON,2015,66510,Petrol,Manual,First,21,814,5,295000,white,10,61,4,1,0,10
Skoda,Laura,2011,84062,Diesel,Manual,First,20,1968,5,580000,black,25,106,1,1,0,0
